batch_id,batch_status,file_id,filename,size_bytes,size_mib,content_type,file_downloads,file_created_at,page_count,page_ids,page_titles,categories,category_parents,creator_names,original_download_state,original_finished_at,original_failed_at,original_error,recorded_path,recorded_rel_path,note
1037wiki_download_2026-07-01_assumed_archived,assumed_downloaded_archived,69955f0393657d3dba13bbef,讲课次序3_C  程序设计精要教程-第3章_语句函数名字空间.pptx,1508534,1.439,binary/octet-stream,0,2026-02-18T06:41:07.601Z,1,69955f5893657d3dba13bbfa,计科C++课件,C++程序设计,课程,冰岩作坊,done,2026-07-01T19:41:45+0800,,,C:\Users\Cooper\Desktop\Cooper_bot\data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科C++课件\讲课次序3_C 程序设计精要教程-第3章_语句函数名字空间.pptx,data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科C++课件\讲课次序3_C 程序设计精要教程-第3章_语句函数名字空间.pptx,用户确认资料已归档，本批次按已下载完成处理。
1037wiki_download_2026-07-01_assumed_archived,assumed_downloaded_archived,69955f0493657d3dba13bbf0,讲课次序4_C  程序设计精要教程-第4章_类-V4.pptx,1955289,1.865,binary/octet-stream,0,2026-02-18T06:41:08.673Z,1,69955f5893657d3dba13bbfa,计科C++课件,C++程序设计,课程,冰岩作坊,done,2026-07-01T19:41:45+0800,,,C:\Users\Cooper\Desktop\Cooper_bot\data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科C++课件\讲课次序4_C 程序设计精要教程-第4章_类-V4.pptx,data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科C++课件\讲课次序4_C 程序设计精要教程-第4章_类-V4.pptx,用户确认资料已归档，本批次按已下载完成处理。
1037wiki_download_2026-07-01_assumed_archived,assumed_downloaded_archived,69955f0593657d3dba13bbf1,讲课次序5_C  程序设计精要教程-第6章_继承与构造-V2 (1).pptx,1306232,1.246,binary/octet-stream,0,2026-02-18T06:41:09.691Z,1,69955f5893657d3dba13bbfa,计科C++课件,C++程序设计,课程,冰岩作坊,done,2026-07-01T19:41:46+0800,,,C:\Users\Cooper\Desktop\Cooper_bot\data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科C++课件\讲课次序5_C 程序设计精要教程-第6章_继承与构造-V2 (1).pptx,data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科C++课件\讲课次序5_C 程序设计精要教程-第6章_继承与构造-V2 (1).pptx,用户确认资料已归档，本批次按已下载完成处理。
1037wiki_download_2026-07-01_assumed_archived,assumed_downloaded_archived,69955f0693657d3dba13bbf2,讲课次序6_C  程序设计精要教程-第8章_虚函数多态-V3.pptx,1411151,1.346,binary/octet-stream,0,2026-02-18T06:41:10.72Z,1,69955f5893657d3dba13bbfa,计科C++课件,C++程序设计,课程,冰岩作坊,done,2026-07-01T19:41:46+0800,,,C:\Users\Cooper\Desktop\Cooper_bot\data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科C++课件\讲课次序6_C 程序设计精要教程-第8章_虚函数多态-V3.pptx,data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科C++课件\讲课次序6_C 程序设计精要教程-第8章_虚函数多态-V3.pptx,用户确认资料已归档，本批次按已下载完成处理。
1037wiki_download_2026-07-01_assumed_archived,assumed_downloaded_archived,69955f0793657d3dba13bbf3,讲课次序7_C  程序设计精要教程-第9章_异常.pptx,1353725,1.291,binary/octet-stream,0,2026-02-18T06:41:11.605Z,1,69955f5893657d3dba13bbfa,计科C++课件,C++程序设计,课程,冰岩作坊,done,2026-07-01T19:41:47+0800,,,C:\Users\Cooper\Desktop\Cooper_bot\data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科C++课件\讲课次序7_C 程序设计精要教程-第9章_异常.pptx,data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科C++课件\讲课次序7_C 程序设计精要教程-第9章_异常.pptx,用户确认资料已归档，本批次按已下载完成处理。
1037wiki_download_2026-07-01_assumed_archived,assumed_downloaded_archived,69955f0893657d3dba13bbf4,讲课次序8_C  程序设计精要教程-第5章_成员及成员指针V2.pptx,575339,0.549,binary/octet-stream,0,2026-02-18T06:41:12.59Z,1,69955f5893657d3dba13bbfa,计科C++课件,C++程序设计,课程,冰岩作坊,done,2026-07-01T19:41:48+0800,,,C:\Users\Cooper\Desktop\Cooper_bot\data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科C++课件\讲课次序8_C 程序设计精要教程-第5章_成员及成员指针V2.pptx,data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科C++课件\讲课次序8_C 程序设计精要教程-第5章_成员及成员指针V2.pptx,用户确认资料已归档，本批次按已下载完成处理。
1037wiki_download_2026-07-01_assumed_archived,assumed_downloaded_archived,69955f0993657d3dba13bbf5,讲课次序9_C  程序设计精要教程-第7章_可访问性名字空间.pptx,164394,0.157,binary/octet-stream,0,2026-02-18T06:41:13.304Z,1,69955f5893657d3dba13bbfa,计科C++课件,C++程序设计,课程,冰岩作坊,done,2026-07-01T19:41:48+0800,,,C:\Users\Cooper\Desktop\Cooper_bot\data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科C++课件\讲课次序9_C 程序设计精要教程-第7章_可访问性名字空间.pptx,data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科C++课件\讲课次序9_C 程序设计精要教程-第7章_可访问性名字空间.pptx,用户确认资料已归档，本批次按已下载完成处理。
1037wiki_download_2026-07-01_assumed_archived,assumed_downloaded_archived,69955f0a93657d3dba13bbf6,讲课次序10_C  程序设计精要教程-第11章_运算符重载V3.pptx,1239231,1.182,binary/octet-stream,0,2026-02-18T06:41:14.261Z,1,69955f5893657d3dba13bbfa,计科C++课件,C++程序设计,课程,冰岩作坊,done,2026-07-01T19:41:48+0800,,,C:\Users\Cooper\Desktop\Cooper_bot\data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科C++课件\讲课次序10_C 程序设计精要教程-第11章_运算符重载V3.pptx,data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科C++课件\讲课次序10_C 程序设计精要教程-第11章_运算符重载V3.pptx,用户确认资料已归档，本批次按已下载完成处理。
1037wiki_download_2026-07-01_assumed_archived,assumed_downloaded_archived,69955f0b93657d3dba13bbf7,讲课次序11_C  程序设计精要教程-第13章_模板V4.pptx,218472,0.208,binary/octet-stream,0,2026-02-18T06:41:15.031Z,1,69955f5893657d3dba13bbfa,计科C++课件,C++程序设计,课程,冰岩作坊,done,2026-07-01T19:41:49+0800,,,C:\Users\Cooper\Desktop\Cooper_bot\data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科C++课件\讲课次序11_C 程序设计精要教程-第13章_模板V4.pptx,data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科C++课件\讲课次序11_C 程序设计精要教程-第13章_模板V4.pptx,用户确认资料已归档，本批次按已下载完成处理。
1037wiki_download_2026-07-01_assumed_archived,assumed_downloaded_archived,69955f0b93657d3dba13bbf8,讲课次序12_C  程序设计精要教程-第10章_多重继承V2.pptx,545656,0.52,binary/octet-stream,0,2026-02-18T06:41:15.873Z,1,69955f5893657d3dba13bbfa,计科C++课件,C++程序设计,课程,冰岩作坊,done,2026-07-01T19:41:49+0800,,,C:\Users\Cooper\Desktop\Cooper_bot\data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科C++课件\讲课次序12_C 程序设计精要教程-第10章_多重继承V2.pptx,data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科C++课件\讲课次序12_C 程序设计精要教程-第10章_多重继承V2.pptx,用户确认资料已归档，本批次按已下载完成处理。
1037wiki_download_2026-07-01_assumed_archived,assumed_downloaded_archived,69955f0c93657d3dba13bbf9,讲课次序13_C  程序设计精要教程-第12章_类型解析转换推导.pptx,511751,0.488,binary/octet-stream,0,2026-02-18T06:41:16.877Z,1,69955f5893657d3dba13bbfa,计科C++课件,C++程序设计,课程,冰岩作坊,done,2026-07-01T19:41:50+0800,,,C:\Users\Cooper\Desktop\Cooper_bot\data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科C++课件\讲课次序13_C 程序设计精要教程-第12章_类型解析转换推导.pptx,data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科C++课件\讲课次序13_C 程序设计精要教程-第12章_类型解析转换推导.pptx,用户确认资料已归档，本批次按已下载完成处理。
1037wiki_download_2026-07-01_assumed_archived,assumed_downloaded_archived,69955fcf93657d3dba13bbfb,1_2024-12-4 2024秋季 c   辜希武 (1).pdf,1738925,1.658,binary/octet-stream,2,2026-02-18T06:44:31.308Z,1,69955fee93657d3dba13bc00,计科C++知识点总结,C++程序设计,课程,冰岩作坊,done,2026-07-01T19:33:42+0800,,,C:\Users\Cooper\Desktop\Cooper_bot\data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科C++知识点总结\1_2024-12-4 2024秋季 c 辜希武 (1).pdf,data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科C++知识点总结\1_2024-12-4 2024秋季 c 辜希武 (1).pdf,用户确认资料已归档，本批次按已下载完成处理。
1037wiki_download_2026-07-01_assumed_archived,assumed_downloaded_archived,69955fd093657d3dba13bbfc,1_目录 2024秋季 c   辜希武 _加水印 Extract[1-8](1).pdf,278753,0.266,binary/octet-stream,1,2026-02-18T06:44:32.196Z,1,69955fee93657d3dba13bc00,计科C++知识点总结,C++程序设计,课程,冰岩作坊,done,2026-07-01T19:33:43+0800,,,C:\Users\Cooper\Desktop\Cooper_bot\data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科C++知识点总结\1_目录 2024秋季 c 辜希武 _加水印 Extract[1-8](1).pdf,data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科C++知识点总结\1_目录 2024秋季 c 辜希武 _加水印 Extract[1-8](1).pdf,用户确认资料已归档，本批次按已下载完成处理。
1037wiki_download_2026-07-01_assumed_archived,assumed_downloaded_archived,69955fd093657d3dba13bbfd,C   最后整理.docx,28049,0.027,binary/octet-stream,1,2026-02-18T06:44:32.851Z,1,69955fee93657d3dba13bc00,计科C++知识点总结,C++程序设计,课程,冰岩作坊,done,2026-07-01T19:33:43+0800,,,C:\Users\Cooper\Desktop\Cooper_bot\data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科C++知识点总结\C 最后整理.docx,data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科C++知识点总结\C 最后整理.docx,用户确认资料已归档，本批次按已下载完成处理。
1037wiki_download_2026-07-01_assumed_archived,assumed_downloaded_archived,69955fd293657d3dba13bbfe,C  复习(for sukuna).pdf,3717342,3.545,binary/octet-stream,1,2026-02-18T06:44:34.481Z,1,69955fee93657d3dba13bc00,计科C++知识点总结,C++程序设计,课程,冰岩作坊,done,2026-07-01T19:33:44+0800,,,C:\Users\Cooper\Desktop\Cooper_bot\data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科C++知识点总结\C 复习(for sukuna).pdf,data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科C++知识点总结\C 复习(for sukuna).pdf,用户确认资料已归档，本批次按已下载完成处理。
1037wiki_download_2026-07-01_assumed_archived,assumed_downloaded_archived,69955fd593657d3dba13bbff,算法整理(2).pdf,12165001,11.601,binary/octet-stream,1,2026-02-18T06:44:37.036Z,1,69955fee93657d3dba13bc00,计科C++知识点总结,C++程序设计,课程,冰岩作坊,done,2026-07-01T19:33:45+0800,,,C:\Users\Cooper\Desktop\Cooper_bot\data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科C++知识点总结\算法整理(2).pdf,data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科C++知识点总结\算法整理(2).pdf,用户确认资料已归档，本批次按已下载完成处理。
1037wiki_download_2026-07-01_assumed_archived,assumed_downloaded_archived,6995630293657d3dba13bc31,16C  试卷一(1).pdf,7470566,7.124,binary/octet-stream,4,2026-02-18T06:58:10.863Z,1,6995633a93657d3dba13bc49,计科 C++ 往年试卷,C++程序设计,课程,冰岩作坊,done,2026-07-01T19:13:23+0800,,,C:\Users\Cooper\Desktop\Cooper_bot\data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科 C++ 往年试卷\16C 试卷一(1).pdf,data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科 C++ 往年试卷\16C 试卷一(1).pdf,用户确认资料已归档，本批次按已下载完成处理。
1037wiki_download_2026-07-01_assumed_archived,assumed_downloaded_archived,6995630493657d3dba13bc32,1_15C  试卷(1).pdf,9240715,8.813,binary/octet-stream,2,2026-02-18T06:58:12.804Z,1,6995633a93657d3dba13bc49,计科 C++ 往年试卷,C++程序设计,课程,冰岩作坊,done,2026-07-01T19:13:24+0800,,,C:\Users\Cooper\Desktop\Cooper_bot\data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科 C++ 往年试卷\1_15C 试卷(1).pdf,data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科 C++ 往年试卷\1_15C 试卷(1).pdf,用户确认资料已归档，本批次按已下载完成处理。
1037wiki_download_2026-07-01_assumed_archived,assumed_downloaded_archived,6995630593657d3dba13bc33,2015STESTA.doc,63488,0.061,binary/octet-stream,2,2026-02-18T06:58:13.413Z,1,6995633a93657d3dba13bc49,计科 C++ 往年试卷,C++程序设计,课程,冰岩作坊,done,2026-07-01T19:13:25+0800,,,C:\Users\Cooper\Desktop\Cooper_bot\data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科 C++ 往年试卷\2015STESTA.doc,data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科 C++ 往年试卷\2015STESTA.doc,用户确认资料已归档，本批次按已下载完成处理。
1037wiki_download_2026-07-01_assumed_archived,assumed_downloaded_archived,6995630693657d3dba13bc34,2015stesta答案.doc,65024,0.062,binary/octet-stream,2,2026-02-18T06:58:14.1Z,1,6995633a93657d3dba13bc49,计科 C++ 往年试卷,C++程序设计,课程,冰岩作坊,done,2026-07-01T19:13:25+0800,,,C:\Users\Cooper\Desktop\Cooper_bot\data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科 C++ 往年试卷\2015stesta答案.doc,data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科 C++ 往年试卷\2015stesta答案.doc,用户确认资料已归档，本批次按已下载完成处理。
1037wiki_download_2026-07-01_assumed_archived,assumed_downloaded_archived,6995630693657d3dba13bc35,2023年C  程序设计模拟试卷.docx,39126,0.037,binary/octet-stream,2,2026-02-18T06:58:14.941Z,1,6995633a93657d3dba13bc49,计科 C++ 往年试卷,C++程序设计,课程,冰岩作坊,done,2026-07-01T19:13:25+0800,,,C:\Users\Cooper\Desktop\Cooper_bot\data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科 C++ 往年试卷\2023年C 程序设计模拟试卷.docx,data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科 C++ 往年试卷\2023年C 程序设计模拟试卷.docx,用户确认资料已归档，本批次按已下载完成处理。
1037wiki_download_2026-07-01_assumed_archived,assumed_downloaded_archived,6995630793657d3dba13bc36,2023年C  程序设计模拟试卷答案.docx,44238,0.042,binary/octet-stream,2,2026-02-18T06:58:15.602Z,1,6995633a93657d3dba13bc49,计科 C++ 往年试卷,C++程序设计,课程,冰岩作坊,done,2026-07-01T19:13:26+0800,,,C:\Users\Cooper\Desktop\Cooper_bot\data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科 C++ 往年试卷\2023年C 程序设计模拟试卷答案.docx,data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科 C++ 往年试卷\2023年C 程序设计模拟试卷答案.docx,用户确认资料已归档，本批次按已下载完成处理。
1037wiki_download_2026-07-01_assumed_archived,assumed_downloaded_archived,6995630893657d3dba13bc37,20C  试卷(1).pdf,3905261,3.724,binary/octet-stream,2,2026-02-18T06:58:16.803Z,1,6995633a93657d3dba13bc49,计科 C++ 往年试卷,C++程序设计,课程,冰岩作坊,done,2026-07-01T19:13:26+0800,,,C:\Users\Cooper\Desktop\Cooper_bot\data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科 C++ 往年试卷\20C 试卷(1).pdf,data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科 C++ 往年试卷\20C 试卷(1).pdf,用户确认资料已归档，本批次按已下载完成处理。
1037wiki_download_2026-07-01_assumed_archived,assumed_downloaded_archived,6995630993657d3dba13bc38,20C  试卷真题_ 答案.pdf,467203,0.446,binary/octet-stream,2,2026-02-18T06:58:17.635Z,1,6995633a93657d3dba13bc49,计科 C++ 往年试卷,C++程序设计,课程,冰岩作坊,done,2026-07-01T19:13:27+0800,,,C:\Users\Cooper\Desktop\Cooper_bot\data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科 C++ 往年试卷\20C 试卷真题_ 答案.pdf,data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科 C++ 往年试卷\20C 试卷真题_ 答案.pdf,用户确认资料已归档，本批次按已下载完成处理。
1037wiki_download_2026-07-01_assumed_archived,assumed_downloaded_archived,6995630c93657d3dba13bc39,21C  试卷(1).pdf,9886974,9.429,binary/octet-stream,2,2026-02-18T06:58:20.32Z,1,6995633a93657d3dba13bc49,计科 C++ 往年试卷,C++程序设计,课程,冰岩作坊,done,2026-07-01T19:13:28+0800,,,C:\Users\Cooper\Desktop\Cooper_bot\data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科 C++ 往年试卷\21C 试卷(1).pdf,data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科 C++ 往年试卷\21C 试卷(1).pdf,用户确认资料已归档，本批次按已下载完成处理。
1037wiki_download_2026-07-01_assumed_archived,assumed_downloaded_archived,6995630d93657d3dba13bc3a,21C  试卷.pdf,903336,0.861,binary/octet-stream,2,2026-02-18T06:58:21.234Z,1,6995633a93657d3dba13bc49,计科 C++ 往年试卷,C++程序设计,课程,冰岩作坊,done,2026-07-01T19:13:29+0800,,,C:\Users\Cooper\Desktop\Cooper_bot\data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科 C++ 往年试卷\21C 试卷.pdf,data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科 C++ 往年试卷\21C 试卷.pdf,用户确认资料已归档，本批次按已下载完成处理。
1037wiki_download_2026-07-01_assumed_archived,assumed_downloaded_archived,6995630e93657d3dba13bc3b,22C  真题 答案.pdf,305140,0.291,binary/octet-stream,2,2026-02-18T06:58:22.073Z,1,6995633a93657d3dba13bc49,计科 C++ 往年试卷,C++程序设计,课程,冰岩作坊,done,2026-07-01T19:13:29+0800,,,C:\Users\Cooper\Desktop\Cooper_bot\data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科 C++ 往年试卷\22C 真题 答案.pdf,data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科 C++ 往年试卷\22C 真题 答案.pdf,用户确认资料已归档，本批次按已下载完成处理。
1037wiki_download_2026-07-01_assumed_archived,assumed_downloaded_archived,6995630f93657d3dba13bc3c,23C  试卷_2023.pdf,3491587,3.33,binary/octet-stream,2,2026-02-18T06:58:23.175Z,1,6995633a93657d3dba13bc49,计科 C++ 往年试卷,C++程序设计,课程,冰岩作坊,done,2026-07-01T19:13:30+0800,,,C:\Users\Cooper\Desktop\Cooper_bot\data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科 C++ 往年试卷\23C 试卷_2023.pdf,data\public\textbook_and_material\TBD\1037wiki_bulk\课程\C++程序设计\计科 C++ 往年试卷\23C 试卷_2023.pdf,用户确认资料已归档，本批次按已下载完成处理。
